album,song,lyrics
Fearless,Fearless (Taylor’s Version),And I don't know why but with you I'd dance
Fearless,Fearless (Taylor’s Version),"In a storm in my best dress, fearless"
Fearless,Fearless (Taylor’s Version),"Oh, oh"
Fearless,Fearless (Taylor’s Version),"Well, you stood there with me in the doorway"
Fearless,Fearless (Taylor’s Version),"My hands shake, I'm not usually this way but"
Fearless,Fearless (Taylor’s Version),You pull me in and I'm a little more brave
Fearless,Fearless (Taylor’s Version),"It's the first kiss, it's flawless, really something"
Fearless,Fearless (Taylor’s Version),It's fearless
Fearless,Fearless (Taylor’s Version),"Oh, yeah"
Fearless,Fearless (Taylor’s Version),'Cause I don't know how it gets better than this
Fearless,Fearless (Taylor’s Version),"You take my hand and drag me head first, fearless"
Fearless,Fearless (Taylor’s Version),And I don't know why but with you I'd dance
Fearless,Fearless (Taylor’s Version),"In a storm in my best dress, fearless"
Fearless,Fearless (Taylor’s Version),'Cause I don't know how it gets better than this
Fearless,Fearless (Taylor’s Version),"You take my hand and drag me head first, fearless"
Fearless,Fearless (Taylor’s Version),And I don't know why but with you I'd dance
Fearless,Fearless (Taylor’s Version),"In a storm in my best dress, fearless"
Fearless,Fearless (Taylor’s Version),"Oh, oh"
Fearless,Fearless (Taylor’s Version),"Oh-oh, yeah"
Fearless,Fifteen (Taylor’s Version),You take a deep breath and you walk through the doors
Fearless,Fifteen (Taylor’s Version),It's the mornin' of your very first day
Fearless,Fifteen (Taylor’s Version),You say hi to your friends you ain't seen in a while
Fearless,Fifteen (Taylor’s Version),Try and stay out of everybody's way
Fearless,Fifteen (Taylor’s Version),It's your freshman year and you're gonna be here
Fearless,Fifteen (Taylor’s Version),For the next four years in this town
Fearless,Fifteen (Taylor’s Version),Hopin' one of those senior boys will wink at you and say
Fearless,Fifteen (Taylor’s Version),"""You know, I haven't seen you around before"""
Fearless,Fifteen (Taylor’s Version),'Cause when you're fifteen and somebody tells you they love you
Fearless,Fifteen (Taylor’s Version),You're gonna believe them
Fearless,Fifteen (Taylor’s Version),"And when you're fifteen, feelin' like there's nothin' to figure out"
Fearless,Fifteen (Taylor’s Version),"Well, count to ten, take it in"
Fearless,Fifteen (Taylor’s Version),This is life before you know who you're gonna be
Fearless,Fifteen (Taylor’s Version),At fifteen
Fearless,Fifteen (Taylor’s Version),You sit in class next to a redhead named Abigail
Fearless,Fifteen (Taylor’s Version),"And soon enough, you're best friends"
Fearless,Fifteen (Taylor’s Version),Laughin' at the other girls who think they're so cool
Fearless,Fifteen (Taylor’s Version),We'll be outta here as soon as we can
Fearless,Fifteen (Taylor’s Version),And then you're on your very first date and he's got a car
Fearless,Fifteen (Taylor’s Version),And you're feelin' like flyin'
Fearless,Fifteen (Taylor’s Version),And your mama's waitin' up and you're thinkin' he's the one
Fearless,Fifteen (Taylor’s Version),And you're dancin' 'round your room when the night ends
Fearless,Fifteen (Taylor’s Version),When the night ends
Fearless,Fifteen (Taylor’s Version),'Cause when you're fifteen and somebody tells you they love you
Fearless,Fifteen (Taylor’s Version),You're gonna believe them
Fearless,Fifteen (Taylor’s Version),And when you're fifteen and your first kiss
Fearless,Fifteen (Taylor’s Version),"Makes your head spin around, well"
Fearless,Fifteen (Taylor’s Version),In your life you'll do things greater than
Fearless,Fifteen (Taylor’s Version),Datin' the boy on the football team
Fearless,Fifteen (Taylor’s Version),I didn't know it at fifteen
Fearless,Fifteen (Taylor’s Version),When all you wanted was to be wanted
Fearless,Fifteen (Taylor’s Version),Wish you could go back and tell yourself what you know now
Fearless,Fifteen (Taylor’s Version),"Back then, I swore I was gonna marry him someday"
Fearless,Fifteen (Taylor’s Version),But I realized some bigger dreams of mine
Fearless,Fifteen (Taylor’s Version),And Abigail gave everything she had
Fearless,Fifteen (Taylor’s Version),To a boy who changed his mind
Fearless,Fifteen (Taylor’s Version),And we both cried
Fearless,Fifteen (Taylor’s Version),Cause when you're fifteen and somebody tells you they love you
Fearless,Fifteen (Taylor’s Version),You're gonna believe them
Fearless,Fifteen (Taylor’s Version),"And when you're fifteen, don't forget to look before you fall"
Fearless,Fifteen (Taylor’s Version),But I've found time can heal most anything
Fearless,Fifteen (Taylor’s Version),And you just might find who you're supposed to be
Fearless,Fifteen (Taylor’s Version),I didn't know who I was supposed to be
Fearless,Fifteen (Taylor’s Version),At fifteen
Fearless,Fifteen (Taylor’s Version),"La-la-la, la-la-la, la-la-la-la"
Fearless,Fifteen (Taylor’s Version),"La-la-la, la-la-la, la-la-la-la"
Fearless,Fifteen (Taylor’s Version),"La-la-la, la-la-la"
Fearless,Fifteen (Taylor’s Version),Your very first day
Fearless,Fifteen (Taylor’s Version),"Take a deep breath, girl"
Fearless,Fifteen (Taylor’s Version),Take a deep breath as you walk through the doors
Fearless,Love Story (Taylor’s Version),We were both young when I first saw you
Fearless,Love Story (Taylor’s Version),I close my eyes and the flashback starts
Fearless,Love Story (Taylor’s Version),I'm standing there
Fearless,Love Story (Taylor’s Version),On a balcony in summer air
Fearless,Love Story (Taylor’s Version),"See the lights, see the party, the ball gowns"
Fearless,Love Story (Taylor’s Version),See you make your way through the crowd
Fearless,Love Story (Taylor’s Version),"And say, ""Hello"""
Fearless,Love Story (Taylor’s Version),Little did I know
Fearless,Love Story (Taylor’s Version),"That you were Romeo, you were throwing pebbles"
Fearless,Love Story (Taylor’s Version),"And my daddy said, ""Stay away from Juliet"""
Fearless,Love Story (Taylor’s Version),And I was crying on the staircase
Fearless,Love Story (Taylor’s Version),"Begging you, ""Please don't go,"" and I said"
Fearless,Love Story (Taylor’s Version),"Romeo, take me somewhere we can be alone"
Fearless,Love Story (Taylor’s Version),"I'll be waiting, all there's left to do is run"
Fearless,Love Story (Taylor’s Version),You'll be the prince and I'll be the princess
Fearless,Love Story (Taylor’s Version),"It's a love story, baby, just say, ""Yes"""
Fearless,Love Story (Taylor’s Version),So I sneak out to the garden to see you
Fearless,Love Story (Taylor’s Version),We keep quiet 'cause we're dead if they knew
Fearless,Love Story (Taylor’s Version),So close your eyes
Fearless,Love Story (Taylor’s Version),"Escape this town for a little while, oh, oh"
Fearless,Love Story (Taylor’s Version),"'Cause you were Romeo, I was a scarlet letter"
Fearless,Love Story (Taylor’s Version),"And my daddy said, ""Stay away from Juliet"""
Fearless,Love Story (Taylor’s Version),But you were everything to me
Fearless,Love Story (Taylor’s Version),"I was begging you, ""Please don't go,"" and I said"
Fearless,Love Story (Taylor’s Version),"Romeo, take me somewhere we can be alone"
Fearless,Love Story (Taylor’s Version),"I'll be waiting, all there's left to do is run"
Fearless,Love Story (Taylor’s Version),You'll be the prince and I'll be the princess
Fearless,Love Story (Taylor’s Version),"It's a love story, baby, just say, ""Yes"""
Fearless,Love Story (Taylor’s Version),"Romeo, save me, they're trying to tell me how to feel"
Fearless,Love Story (Taylor’s Version),"This love is difficult, but it's real"
Fearless,Love Story (Taylor’s Version),"Don't be afraid, we'll make it out of this mess"
Fearless,Love Story (Taylor’s Version),"It's a love story, baby, just say, ""Yes"""
Fearless,Love Story (Taylor’s Version),"Oh, oh"
Fearless,Love Story (Taylor’s Version),And I got tired of waiting
Fearless,Love Story (Taylor’s Version),Wondering if you were ever coming around
Fearless,Love Story (Taylor’s Version),My faith in you was fading
Fearless,Love Story (Taylor’s Version),When I met you on the outskirts of town
Fearless,Love Story (Taylor’s Version),"And I said, ""Romeo, save me, I've been feeling so alone"
Fearless,Love Story (Taylor’s Version),"I keep waiting for you, but you never come"
Fearless,Love Story (Taylor’s Version),"Is this in my head? I don't know what to think"""
Fearless,Love Story (Taylor’s Version),"He knelt to the ground and pulled out a ring, and said"
Fearless,Love Story (Taylor’s Version),"""Marry me, Juliet, you'll never have to be alone"
Fearless,Love Story (Taylor’s Version),I love you and that's all I really know
Fearless,Love Story (Taylor’s Version),"I talked to your dad, go pick out a white dress"
Fearless,Love Story (Taylor’s Version),"It's a love story, baby, just say, 'Yes'"""
Fearless,Love Story (Taylor’s Version),"Oh, oh, oh"
Fearless,Love Story (Taylor’s Version),"Oh, oh, oh"
Fearless,Love Story (Taylor’s Version),'Cause we were both young when I first saw you
Fearless,Hey Stephen (Taylor’s Version),"Mmm-mm, mm-mm"
Fearless,Hey Stephen (Taylor’s Version),"Mmm-mm, mm-mm"
Fearless,Hey Stephen (Taylor’s Version),"Mmm-mm, mm-mm, yeah"
Fearless,Hey Stephen (Taylor’s Version),"Hey Stephen, I know looks can be deceiving"
Fearless,Hey Stephen (Taylor’s Version),But I know I saw a light in you
Fearless,Hey Stephen (Taylor’s Version),And as we walked we were talking
Fearless,Hey Stephen (Taylor’s Version),I didn't say half the things I wanted to
Fearless,Hey Stephen (Taylor’s Version),Of all the girls tossing rocks at your window
Fearless,Hey Stephen (Taylor’s Version),I'll be the one waiting there even when it's cold
Fearless,Hey Stephen (Taylor’s Version),"Hey Stephen, boy, you might have me believing"
Fearless,Hey Stephen (Taylor’s Version),I don't always have to be alone
Fearless,Hey Stephen (Taylor’s Version),'Cause I can't help it if you look like an angel
Fearless,Hey Stephen (Taylor’s Version),Can't help it if I wanna kiss you in the rain so
Fearless,Hey Stephen (Taylor’s Version),Come feel this magic I've been feeling since I met you
Fearless,Hey Stephen (Taylor’s Version),Can't help it if there's no one else
Fearless,Hey Stephen (Taylor’s Version),"Mmm, I can't help myself"
Fearless,Hey Stephen (Taylor’s Version),"Hey Stephen, I've been holding back this feeling"
Fearless,Hey Stephen (Taylor’s Version),So I got some things to say to you
Fearless,Hey Stephen (Taylor’s Version),"I've seen it all, so I thought"
Fearless,Hey Stephen (Taylor’s Version),But I never seen nobody shine the way you do
Fearless,Hey Stephen (Taylor’s Version),"The way you walk, way you talk, way you say my name"
Fearless,Hey Stephen (Taylor’s Version),"It's beautiful, wonderful, don't you ever change"
Fearless,Hey Stephen (Taylor’s Version),"Hey Stephen, why are people always leaving?"
Fearless,Hey Stephen (Taylor’s Version),I think you and I should stay the same
Fearless,Hey Stephen (Taylor’s Version),'Cause I can't help it if you look like an angel
Fearless,Hey Stephen (Taylor’s Version),Can't help it if I wanna kiss you in the rain so
Fearless,Hey Stephen (Taylor’s Version),Come feel this magic I've been feeling since I met you
Fearless,Hey Stephen (Taylor’s Version),Can't help it if there's no one else
Fearless,Hey Stephen (Taylor’s Version),"Mmm, I can't help myself"
Fearless,Hey Stephen (Taylor’s Version),"They're dimming the street lights, you're perfect for me"
Fearless,Hey Stephen (Taylor’s Version),Why aren't you here tonight?
Fearless,Hey Stephen (Taylor’s Version),"I'm waiting alone now, so come on and come out"
Fearless,Hey Stephen (Taylor’s Version),"And pull me near and shine, shine, shine"
Fearless,Hey Stephen (Taylor’s Version),"Hey Stephen, I could give you fifty reasons"
Fearless,Hey Stephen (Taylor’s Version),Why I should be the one you choose
Fearless,Hey Stephen (Taylor’s Version),"All those other girls, well, they're beautiful"
Fearless,Hey Stephen (Taylor’s Version),But would they write a song for you? (Ha-ha-ha)
Fearless,Hey Stephen (Taylor’s Version),I can't help it if you look like an angel
Fearless,Hey Stephen (Taylor’s Version),Can't help it if I wanna kiss you in the rain so
Fearless,Hey Stephen (Taylor’s Version),Come feel this magic I've been feeling since I met you
Fearless,Hey Stephen (Taylor’s Version),Can't help it if there's no one else
